"District","Ward","Village","Village.2002","UTM.Easting","UTM.Northing","Biter.ID","ID","Species","Other.species","Owner","Suspect","Rabid","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Incubation.period","Incubation.period.units","Infectious.period","Infectious.period.units","Outcome","Action","Lateral.flow.test","Lateral.flow.test.date","Carnivore","Duplicated","month","day"
"Serengeti","Mosongo","Kenokwe","Kenokwe",670820.466688021,9797239.86516659,0,2569,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2006-02-01,"+/- 14 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,50,1493
"Serengeti","Kebanchebanche","Sogoti","Sogoti",673626.714612554,9815354.62571461,0,3542,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2008-02-17,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,74,2239
"Serengeti","Machochwe","Manyata","Manyata",688017.352000898,9810376.16675617,3778,3777,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2008-07-25,"+/- 7 days","true",2008-08-02,"0",NA,"",2,"Day","Disappeared","Not applicable","","",TRUE,FALSE,80,2406
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",648880.459272398,9822429.49880176,0,4716,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2010-08-24,"0",NA,"",NA,"","Died","Not applicable","","",TRUE,FALSE,104,3158
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",649292.28367606,9821614.27310277,0,4719,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2010-09-16,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,105,3181
"Serengeti","Busawe","Busawe","Busawe",657083.596792437,9823244.77112937,4866,4867,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2010-10-15,"+/- 7 days","true",2010-11-25,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,107,3251
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",653650.171224017,9822256.0584162,0,5837,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2010-10-02,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,106,3197
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",652690.664969647,9823017.33408429,0,6159,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2011-02-12,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,110,3330
"Serengeti","Nyamatare","Kemgesi","Kemgesi",655618.562410412,9804653.9772862,0,6499,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-09-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,117,3535
"Serengeti","Mbalibali","Mbalibali","Mbalibali",695955.231454624,9808002.84019764,6536,6537,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2011-09-13,"0","true",2011-09-25,"+/- 7 days",2,"Week",NA,"","Killed","Thrown","","",TRUE,FALSE,117,3555
"Serengeti","Sedeco","Bisarara","Bisarara",700461.117866853,9803288.64596202,0,6540,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-07-02,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,115,3470
"Serengeti","Sedeco","Bisarara","Bisarara",700185.231273001,9803515.83865774,6540,6541,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2011-07-02,"0","true",2011-07-15,"+/- 7 days",1,"Week",NA,"","Died","Not applicable","","",TRUE,FALSE,115,3483
"Serengeti","Sedeco","Bisarara","Bisarara",700072.072454318,9803904.69128268,6553,6554,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2011-09-05,"+/- 7 days","true",2011-10-01,"0",1,"Month",NA,"","Died","Not applicable","","",TRUE,FALSE,118,3561
"Serengeti","Mosongo","Mosongo","Mosongo",661202.11322273,9794269.57840776,0,6691,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-10-11,"0",NA,"",4,"Day","Killed","Not applicable","","",TRUE,FALSE,118,3571
"Serengeti","Kyambahi","Nyichoka","Nyichoka",670748.375329935,9787682.44664812,0,6705,"Cat","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-11-14,"0",NA,"",NA,"","Killed","Dogs ate","","",TRUE,FALSE,119,3605
"Serengeti","Mugumu","Mugumu","Mugumu",685593.525013813,9797439.42672739,0,6718,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-11-27,"0",NA,"",NA,"","Died","Buried","","",TRUE,FALSE,119,3618
"Serengeti","Rung'abure","Rung'abure","Rung'abure",679807.9104415,9808973.13624146,0,6758,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-11-18,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,119,3609
"Serengeti","Sedeco","Bonchugu","Bonchugu",698313.456296694,9791657.61386744,0,6761,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-08-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,116,3514
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657163.096238916,9809607.09265152,0,6772,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-12-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,120,3636
"Serengeti","Sedeco","Bonchugu","Bonchugu",698426.278434841,9792504.53399926,0,6789,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-09-15,"+/- 28 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,117,3545
"Serengeti","Nyamatare","Kemgesi","Kemgesi",656736.516614018,9803068.33189503,0,6802,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-12-28,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,120,3649
"Serengeti","Nyamatare","Nyamatare","Nyamatare",657391.486508504,9803113.79334235,0,6805,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-12-28,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,120,3649
"Serengeti","Nyamatare","Kemgesi","Kemgesi",661626.829895067,9804840.79520843,6809,6810,"Domestic dog","","Known","Yes",TRUE,"Vaccinated after bite","true",2011-11-15,"+/- 7 days","true",2012-01-20,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,121,3672
"Serengeti","Nyamatare","Kemgesi","Kemgesi",663002.201510004,9804489.72530403,6809,6811,"Domestic dog","","Known","Yes",TRUE,"Vaccinated after bite","true",2011-11-15,"+/- 7 days","true",2012-01-30,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,121,3682
"Serengeti","Nyamatare","Kemgesi","Kemgesi",661542.191333014,9804821.77513299,6809,6812,"Domestic dog","","Known","Yes",TRUE,"Vaccinated after bite","true",2011-11-15,"+/- 7 days","true",2012-02-02,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,122,3685
"Serengeti","Nyamatare","Kemgesi","Kemgesi",661515.390206544,9803166.78647218,6809,6814,"Domestic dog","","Known","Yes",TRUE,"Vaccinated after bite","true",2011-11-15,"+/- 7 days","true",2012-01-25,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,121,3677
"Serengeti","Rung'abure","Rung'abure","Rung'abure",676478.237922146,9806884.12686126,5550,6824,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2011-09-15,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,117,3545
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",648112.847648322,9822399.76274815,6955,6958,"Livestock: Cow","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-01-03,"0",NA,"",4,"Day","Died","Not applicable","","",FALSE,FALSE,121,3655
"Serengeti","Ring'wani","Ring'wani","Ring'wani",658841.531226074,9810162.32983791,6773,7028,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-01-23,"0","true",2012-02-05,"+/- 7 days",2,"Week",NA,"","Died","Hyenas ate","","",TRUE,FALSE,122,3688
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657671.528180724,9810150.06206255,6773,7029,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-01-23,"0","true",2012-02-05,"+/- 7 days",2,"Week",NA,"","Died","Hyenas ate","","",TRUE,FALSE,122,3688
"Serengeti","Sedeco","Bisarara","Bisarara",699921.933879638,9802182.96964489,7327,7107,"Cat","","Known","Yes",TRUE,"Not vaccinated","true",2012-03-05,"+/- 7 days","true",2012-03-21,"0",2,"Week",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,123,3733
"Serengeti","Nyamatare","Kemgesi","Kemgesi",655820.165504859,9802936.03669671,0,7134,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-02-03,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,122,3686
"Serengeti","Nyambureti","Maburi","Maburi",655394.275568674,9796528.98843463,0,7146,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-03-02,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,123,3714
"Serengeti","Nyambureti","Maburi","Maburi",654808.162886148,9796789.04628382,0,7185,"Cat","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-07-19,"0",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,115,3487
"Serengeti","Magange","Masinki","Masinki",650969.776034834,9808454.78055123,0,7187,"Domestic dog","","Known","Yes",TRUE,"Not applicable","false",NA,"","true",2012-01-25,"+/- 7 days",NA,"",3,"Day","Killed after bite","Buried","","",TRUE,FALSE,121,3677
"Serengeti","Magange","Masinki","Masinki",650902.489308718,9807048.31124381,7195,7194,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-04-05,"+/- 7 days","true",2012-04-11,"+/- 14 days",NA,"",4,"Day","Died","Thrown","","",TRUE,FALSE,124,3754
"Serengeti","Magange","Masinki","Masinki",651998.025178076,9807553.63868546,0,7195,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-04-05,"+/- 7 days",NA,"",4,"Day","Died","Thrown","","",TRUE,FALSE,124,3748
"Serengeti","Ring'wani","Ring'wani","Ring'wani",655884.487837189,9807859.69253424,0,7196,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-04-25,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,124,3768
"Serengeti","Nyamatare","Nyamatare","Nyamatare",657719.426305431,9803440.12836097,0,7201,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-01-10,"+/- 14 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,121,3662
"Serengeti","Sedeco","Nyamburi","Nyamburi",693644.184819943,9802043.67622002,7225,7238,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-05-12,"0","true",2012-05-17,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,125,3790
"Serengeti","Ring'wani","Ring'wani","Ring'wani",656875.933185105,9811633.70138098,7242,7243,"Livestock: Goat","","Known","Yes",TRUE,"Unknown","true",2012-04-25,"0","true",2012-05-25,"0",NA,"",NA,"","Died","Consumed","","",FALSE,FALSE,125,3798
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657103.484087975,9811893.83245696,7242,7244,"Livestock: Goat","","Known","Yes",TRUE,"Unknown","true",2012-04-25,"0","true",2012-05-27,"0",NA,"",NA,"","Died","Consumed","","",FALSE,FALSE,125,3800
"Serengeti","Ring'wani","Ring'wani","Ring'wani",655068.644311559,9811467.57101297,7242,7248,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-04-27,"0","true",2012-05-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,125,3778
"Serengeti","Rung'abure","Rung'abure","Rung'abure",674959.542544669,9808552.72714701,0,7252,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-05-25,"0",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,125,3798
"Serengeti","Rung'abure","Rung'abure","Rung'abure",675747.883527093,9806816.00997244,7252,7259,"Livestock: Cow","","Known","Yes",TRUE,"Unknown","true",2012-05-25,"0","false",NA,"",NA,"",NA,"","Killed","Buried","","",FALSE,FALSE,126,3826
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657847.566504202,9809935.79809256,7300,7296,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-01-23,"0","true",2012-02-05,"+/- 7 days",1,"Week",NA,"","Died","Thrown","","",TRUE,FALSE,122,3688
"Serengeti","Ring'wani","Ring'wani","Ring'wani",658796.035213567,9808630.1051558,7300,7297,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-01-23,"0","true",2012-02-05,"+/- 7 days",1,"Week",NA,"","Died","Thrown","","",TRUE,FALSE,122,3688
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657089.878160212,9809634.76219475,7300,7298,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-01-23,"0","true",2012-02-05,"+/- 7 days",1,"Week",NA,"","Died","Thrown","","",TRUE,FALSE,122,3688
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657308.130324058,9809891.70595287,7298,7299,"Livestock: Goat","","Known","Yes",TRUE,"Unknown","true",2012-02-05,"+/- 7 days","true",2012-06-05,"0",NA,"",NA,"","Killed","Consumed","","",FALSE,FALSE,126,3809
"Serengeti","Ring'wani","Ring'wani","Ring'wani",657323.286631781,9808759.90028475,0,7300,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-01-23,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,121,3675
"Serengeti","Sedeco","Nyamburi","Nyamburi",694073.962854377,9804043.68658311,0,7323,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-04-12,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,124,3755
"Serengeti","Rung'abure","Rung'abure","Rung'abure",674988.639433866,9808385.56653823,0,7335,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-05-25,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,125,3798
"Serengeti","Rung'abure","Nyamerama","Nyamerama",682194.313613166,9806475.3837414,0,7345,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-07-25,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,115,3493
"Serengeti","Rung'abure","Nyamerama","Nyamerama",683431.802582719,9806178.05121666,0,7350,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-06-06,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,126,3810
"Serengeti","Uwanja wa Ndege","Ngarawani","Ngarawani",680520.749577018,9798834.99155726,7355,7354,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-04-12,"0","true",2012-06-10,"0",NA,"",NA,"","Killed","Buried","","",TRUE,FALSE,126,3814
"Serengeti","Uwanja wa Ndege","Ngarawani","Ngarawani",682203.572883433,9797728.8567342,0,7355,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-04-12,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,124,3755
"Serengeti","Nyansurura","Nyansurura","Nyansurura",676701.045632444,9821868.72400608,7362,7361,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-03-05,"+/- 7 days","true",2012-03-25,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,123,3737
"Serengeti","Nyansurura","Nyansurura","Nyansurura",676525.953633327,9821021.00390926,0,7362,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-03-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,123,3717
"Serengeti","Nyansurura","Nyansurura","Nyansurura",677505.935453394,9822250.93629701,0,7363,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-09-05,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,117,3535
"Serengeti","Kisaka","Borenga","Borenga",668297.193095997,9831302.02228878,0,7382,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-02-08,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,122,3691
"Serengeti","Ring'wani","Ring'wani","Ring'wani",654926.212529967,9811394.34534617,7385,7396,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-06-26,"0","false",NA,"",NA,"",NA,"","Alive","Not applicable","","",TRUE,FALSE,127,3858
"Serengeti","Ring'wani","Ring'wani","Ring'wani",655576.082957744,9810733.50616266,7385,7408,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-06-26,"0","false",NA,"",NA,"",NA,"","Alive","Not applicable","","",TRUE,FALSE,127,3858
"Serengeti","Nyansurura","Nyansurura","Nyansurura",679517.672793434,9819111.99185581,0,7415,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2011-09-03,"0",NA,"",NA,"","Killed","Not applicable","","",TRUE,FALSE,117,3533
"Serengeti","Nyansurura","Kitarungu","Kitarungu",680033.776886965,9817407.80020014,7427,7416,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2009-02-01,"+/- 28 days","true",2009-02-15,"+/- 28 days",10,"Day",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,86,2603
"Serengeti","Nyansurura","Kitarungu","Kitarungu",678027.085781865,9817422.33846857,0,7417,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-05-15,"+/- 7 days","true",2012-06-05,"+/- 7 days",3,"Week",NA,"","Killed","Not applicable","","",TRUE,FALSE,126,3809
"Serengeti","Rung'abure","Gesarya","Gesarya",677995.912561331,9813998.11780347,7424,7423,"Domestic dog","","Known","Yes",TRUE,"Unknown","true",2012-02-15,"+/- 7 days","true",2012-03-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,123,3727
"Serengeti","Rung'abure","Gesarya","Gesarya",678747.468171779,9813123.67328104,0,7424,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-02-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,122,3698
"Serengeti","Nyansurura","Kitarungu","Kitarungu",678625.490802524,9817117.52346416,0,7427,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2009-02-01,"+/- 28 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,86,2589
"Serengeti","Rung'abure","Gesarya","Gesarya",678512.297304185,9814162.10052947,0,7428,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-02-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,122,3698
"Serengeti","Rung'abure","Gesarya","Gesarya",678027.604159271,9814174.70772116,7428,7429,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-02-15,"+/- 7 days","true",2012-02-25,"+/- 7 days",2,"Week",NA,"","Died","Thrown","","",TRUE,FALSE,122,3708
"Serengeti","Magange","Magange","Magange",646443.634944591,9805508.76458589,0,7431,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-07-11,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,127,3845
"Serengeti","Ring'wani","Ring'wani","Ring'wani",655503.861755527,9808756.29482606,0,7465,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-07-13,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,127,3847
"Serengeti","Sedeco","Bisarara","Bisarara",701383.74861457,9801111.40515726,0,7467,"Wildlife: Jackal","","Not applicable","Yes",TRUE,"Not applicable","false",NA,"","true",2012-06-25,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,126,3829
"Serengeti","Mbalibali","Koreri","Koreri",689412.29229728,9804698.36842686,0,7471,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-06-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,126,3809
"Serengeti","Busawe","Gantamome","Gantamome",657832.029153388,9825517.67009263,0,7502,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-06-16,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,126,3820
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",650868.867751285,9819916.65330734,0,7506,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2010-06-24,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,102,3097
"Serengeti","Kyambahi","Bokore","Bokore",682554.193091739,9783850.46657614,7510,7507,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-05-25,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,125,3798
"Serengeti","Kyambahi","Bokore","Bokore",681945.024564556,9783826.06598476,7507,7509,"Livestock: Goat","","Known","Yes",TRUE,"Not vaccinated","true",2012-05-25,"+/- 7 days","true",2012-07-15,"+/- 14 days",NA,"",NA,"","Died","Buried","","",FALSE,FALSE,127,3849
"Serengeti","Kyambahi","Bokore","Bokore",682783.04130643,9782543.75961013,0,7510,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-05-15,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,125,3788
"Serengeti","Mugumu","Stendi Kuu","Stendi Kuu",688095.680413911,9798075.402728,7549,7548,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-07-14,"0","true",2012-08-01,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,128,3866
"Serengeti","Mugumu","Stendi Kuu","Stendi Kuu",687660.232616704,9799603.86415991,0,7549,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-07-13,"0",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,127,3847
"Serengeti","Mugumu","Stendi Kuu","Stendi Kuu",687744.597089307,9798622.62335832,0,7556,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-07-05,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,127,3839
"Serengeti","Nyambureti","Monuna","Monuna",657597.15132983,9793668.96085556,0,7562,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-08-11,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,128,3876
"Serengeti","Kenyamonta","Hekwe","Hekwe",640708.233162822,9823639.34870472,0,7583,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-04-12,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,124,3755
"Serengeti","Mbalibali","Koreri","Koreri",691780.056885828,9801949.31081562,0,7597,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-07-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,127,3849
"Serengeti","Busawe","Busawe","Busawe",655862.909747833,9822380.98245217,0,7605,"Domestic dog","","Known","Yes",TRUE,"Unknown","false",NA,"","true",2012-07-13,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,127,3847
"Serengeti","Ring'wani","Ring'wani","Ring'wani",655666.07196482,9807559.33734284,0,7634,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","false",NA,"","true",2012-06-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,126,3809
"Serengeti","Ring'wani","Ring'wani","Ring'wani",656455.734105952,9809287.1723136,0,7636,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-07-15,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,127,3849
"Serengeti","Nyamoko","Masangura","Masangura",671896.724448787,9803803.34556044,0,7710,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-07-15,"+/- 28 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,127,3849
"Serengeti","Nyamoko","Masangura","Masangura",672304.979154622,9804799.89513323,7710,7711,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-07-15,"+/- 28 days","true",2012-08-15,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,128,3880
"Serengeti","Nyambureti","Monuna","Monuna",655677.315808606,9795077.35873728,0,7732,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-09-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,129,3901
"Serengeti","Busawe","Gantamome","Gantamome",656727.289088571,9826761.54300824,0,7753,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-06-01,"0",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,126,3805
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",648938.790274018,9827097.04500958,0,7757,"Wildlife: Jackal","","Not applicable","Yes",TRUE,"Not applicable","false",NA,"","true",2012-08-11,"0",NA,"",NA,"","Died","Buried","","",TRUE,FALSE,128,3876
"Serengeti","Kisangura","Kisangura","Kisangura",689260.366651147,9797586.86555087,7768,7771,"Livestock: Cow","","Known","Yes",TRUE,"Unknown","true",2012-10-03,"0","false",NA,"",NA,"",NA,"","Died","Buried","","",FALSE,FALSE,130,3957
"Serengeti","Nyansurura","Kitarungu","Kitarungu",676853.685096559,9817338.83489773,0,7776,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-10-05,"+/- 7 days",NA,"",NA,"","Killed","Thrown","","",TRUE,FALSE,118,3565
"Serengeti","Morotonga","Morotonga","Morotonga",685178.850976783,9793404.08386162,0,7809,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2012-10-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,130,3931
"Serengeti","Kisaka","Nyiboko","Nyiboko",664327.275157063,9831191.90446163,7819,7820,"Domestic dog","","Known","Yes",TRUE,"Not vaccinated","true",2012-07-05,"+/- 7 days","true",2012-07-15,"0",1,"Week",2,"Day","Killed","Thrown","","",TRUE,FALSE,127,3849
"Serengeti","Majimoto","Nyamakobiti","Nyamakobiti",652736.158864273,9822970.24567894,0,7839,"Domestic dog","","Unknown","Yes",TRUE,"Unknown","false",NA,"","true",2011-09-05,"+/- 7 days",NA,"",NA,"","Disappeared","Not applicable","","",TRUE,FALSE,117,3535
"Serengeti","Mbalibali","Mbalibali","Mbalibali",690290.20714317,9808310.33161686,7858,7859,"Livestock: Cow","","Known","Yes",TRUE,"Not vaccinated","true",2012-12-29,"0","false",NA,"",NA,"",NA,"","Disappeared","Not applicable","","",FALSE,FALSE,133,4044
